image_url,Latitude,Longitude
https://drive.google.com/open?id=15O5wddqbta3yOXDXK3y1_9E-7dGWIdc0,18.519193,73.863974
https://drive.google.com/open?id=1Rn9WbHrOCnVbXEBe3tN0cdYDZ6cbKia8,18.569907,73.878785
https://drive.google.com/open?id=1qFN9eH7iE2O83W6io0GK0uxiCAn0A1Yy,18.569917,73.878789
https://drive.google.com/open?id=13kCEaXJVykXeGDDz9D69oVySxhDy3pgG,18.57545,73.876419
https://drive.google.com/open?id=1veBXWQojxbAzRwGpbgd7wStMIH6Woq1S,18.577423,73.87552
https://drive.google.com/open?id=1etBoFh2Xac3AV41pvln01JiWTVm1GCL2,18.58018,73.873398
https://drive.google.com/open?id=1vvpMl33u4ptN9y3K5O423rCzMipOt9P8,18.581922,73.872806
https://drive.google.com/open?id=1mW3WaXD2-qV7ZND9BE0ORIj23aIchibe,18.573953,73.884397
https://drive.google.com/open?id=1CfolEySuLE7uPGj5ivFx2fYI-4CceoVv,18.577579,73.884934
https://drive.google.com/open?id=1vDfgryPdIkzuhjNz2_0qjVXisSlrC7kS,18.577408,73.875528
https://drive.google.com/open?id=1ZZOd2c3EP1yv9U-M_g5pe04j8COetHoP,18.580582,73.882027
https://drive.google.com/open?id=1ZjlEu7bh0EJfWGU3k3xjPQ3t1dN9WZNW,18.598024,73.900731
https://drive.google.com/open?id=1jRhdTOalKuVxzaxM2IQ_gGu216ZG8_at,18.596515,73.900095
https://drive.google.com/open?id=1CblMdkDSrMC2bgGdY9o_NIPaRyChjLis,18.574352,73.884565
https://drive.google.com/open?id=1FkEc8yyb4FJU0DOXO49mq2eKXXiZdCvU,18.597712,73.899773
https://drive.google.com/open?id=1j_JEpx2Yj3h7Uj_lUYwGTYUJKvXQI9xm,18.577499,73.882755
https://drive.google.com/open?id=1ggriuAczIZLuKQsnDPk7WCJNgvYUO_Gh,18.4870073,73.8947957
https://drive.google.com/open?id=13ugBKHtH4ynVqMTO75Me1TvHuUSAxQOg,18.4936275,73.8998883
https://drive.google.com/open?id=1Z29_7aEt4Ps-BfUE7pVKSwmjyoSDPs_T,18.4937867,73.8997045
https://drive.google.com/open?id=1KUkkDxpsuEagw2IPkFDO-HgjtbxzePAl,18.487325,73.8970956
https://drive.google.com/open?id=12YTUv0ERcLaUeTsHyrIj7MApma3_tSu_,18.488242,73.898979
https://drive.google.com/open?id=1fh2HJYnNEhVc44bVks4ah7o7fqLnPRdK,18.489237,73.899222
https://drive.google.com/open?id=1IJxvhnGKVjbmJp3YiO5QQHdUaP7KOkRW,18.487165,73.898157
https://drive.google.com/open?id=148ovcVHiuOtJoJhIXHpu_uTkmWgTW8ga,18.491806,73.900086
